"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"242357_x_at",1.14518369364861,6.95808746099425,6.5573937143775,6.5741745724791e-10,1.69949406501321e-08,12.1934316792747
"202773_s_at",1.36770556621294,7.71369402207889,6.5572936251519,6.57768135194713e-10,1.69959701284362e-08,12.1929152629958
"221699_s_at",-1.20950065503938,7.59549548945766,-6.55628771793698,6.61302724928738e-10,1.70787215062992e-08,12.1877254805861
"226175_at",-1.14269380381753,7.44925964682177,-6.55434887910434,6.68168304676144e-10,1.72402558084795e-08,12.1777237299299
"228370_at",1.02080693614474,8.59286216426704,6.55387565397856,6.69854654887184e-10,1.72756147433758e-08,12.1752827990963
"215385_at",1.03341709642296,7.83282031443308,6.55182603789354,6.77207009441829e-10,1.74405526336467e-08,12.1647119128708
"232710_at",1.26735453057589,6.49692044763913,6.55037715201918,6.82452296074826e-10,1.75590961354782e-08,12.157240454979
"223220_s_at",1.2491369384445,6.21255415455418,6.55000362642267,6.83811011669946e-10,1.7585779427589e-08,12.1553144550781
"207088_s_at",-1.00598728583795,7.09686551547052,-6.54945886099729,6.85797394058001e-10,1.76202878384028e-08,12.1525056109067
"232003_at",-1.45736710159335,8.02784366821956,-6.54921325663545,6.86694799535595e-10,1.76267784810369e-08,12.1512393042856
"226907_at",-1.23074240269449,6.98095144775624,-6.54833919026644,6.89897907070792e-10,1.77006889108848e-08,12.1467329480182
"1553185_at",1.11561922609299,11.746677382873,6.54793541870514,6.91382531401797e-10,1.7722147165679e-08,12.1446513729234
"222474_s_at",-1.31588952867211,5.70908598741082,-6.5475173158708,6.92923164122966e-10,1.77533149008543e-08,12.142495994448
"1554671_a_at",1.10134268362593,7.25853541745983,6.54659446984064,6.96335653296722e-10,1.78240411254674e-08,12.1377388790281
"225779_at",-1.21940858846624,6.27221211060211,-6.54552139142276,7.00324472772948e-10,1.79010007241052e-08,12.1322078338415
"228509_at",-1.89575391415599,8.7551933593634,-6.54056136485753,7.19055902021906e-10,1.83540529612734e-08,12.1066489018494
"204355_at",-1.20827408194412,7.4707060755053,-6.53960335859749,7.22730193021606e-10,1.84392315928401e-08,12.1017136179655
"214553_s_at",-1.16602222712281,7.4918448459869,-6.53842514089475,7.2727441768293e-10,1.85465152923574e-08,12.0956444685868
"204559_s_at",-1.15283843097516,7.19894460913944,-6.53697413855002,7.32909389289967e-10,1.86815015661674e-08,12.0881710503208
"201619_at",-1.03558004084685,8.74719583344522,-6.53659730877281,7.34379823602367e-10,1.87102594853026e-08,12.0862303394158
"241824_at",1.13723286819102,6.42045980599325,6.53549692705519,7.38690281112252e-10,1.88113139822135e-08,12.0805636388391
"209132_s_at",-1.22267985201841,6.18843016904205,-6.53521682518215,7.39791476752524e-10,1.8829451721124e-08,12.0791212709173
"222473_s_at",1.007585499546,7.9972319597624,6.5351406330998,7.40091298558672e-10,1.8829451721124e-08,12.0787289305878
"204548_at",-1.32659935690512,5.70552379888366,-6.53439916803851,7.43015273152128e-10,1.88862668803313e-08,12.0749110012249
"218291_at",-1.09973761364587,6.03436747311452,-6.53410635545923,7.44173111187599e-10,1.89069074601217e-08,12.0734033294723
"1556314_a_at",1.75788836022802,6.09397014805637,6.53212073678872,7.5207161689991e-10,1.90809817419966e-08,12.0631805602309
